signal,n,win_rate,win_rate_barrier,expectancy,expectancy_R,n_barrier,mae,mfe,avg_duration,sharpe_like,sharpe_R,last_updated
PINNING_RISK,540,0.419,0.414,-1.6776,0.1014,538,-5.9628,5.7703,60,-0.075,0.112,2026-07-02 15:37:14
ZERO_CROSS_UP,684,0.442,0.407,-3.4727,0.0018,675,-22.3324,18.6667,60,-0.056,0.002,2026-07-06 11:22:52
VIX_REGIME_CONFIRM,1000,0.431,0.383,-9.9108,0.1033,1000,-19.2155,25.7654,60,-0.135,0.1,2026-07-06 11:51:26
SWEEP_ACCELERATION,181,0.37,0.176,-3.3608,-0.0056,330,-28.7194,19.047,60,-0.065,-0.007,2026-07-06 01:00:03
CALL_SURGE,149,0.423,0.392,-29.0202,0.0217,148,-74.6428,39.7762,60,-0.295,0.019,2026-07-02 09:52:13
ZERO_CROSS_DOWN,902,0.543,0.464,-3.227,0.1276,895,-19.9934,23.4268,60,-0.049,0.115,2026-07-06 11:51:26
ZERO_PROXIMITY_RESISTANCE,1000,0.303,0.309,-6.704,0.0977,1000,-7.0017,15.4196,60,-0.118,0.138,2026-07-06 11:22:51
IMBALANCE_REVERSAL,1000,0.406,0.379,-3.9786,0.0213,1000,-31.7083,38.1874,60,-0.044,0.02,2026-07-06 11:01:58
DELTA_DIVERGENCE_BEAR,1000,0.365,0.357,4.5012,-0.0058,1000,-26.6698,24.6179,60,0.073,-0.006,2026-07-06 11:29:55
REGIME_TRADE_CONFIRM,1000,0.419,0.388,-7.4017,-0.0022,1000,-35.9629,26.0001,60,-0.101,-0.002,2026-07-06 10:41:49
FAILED_SQUEEZE,141,0.383,0.257,-11.4278,-0.1826,136,-48.7444,60.5432,60,-0.076,-0.181,2026-07-06 03:51:03
DELTA_DIVERGENCE_BULL,245,0.371,0.346,-0.3768,0.0013,240,-9.8843,9.5928,60,-0.012,0.001,2026-07-06 06:57:35
CHARM_MOMENTUM_EOD,57,0.386,0.439,9.3211,-0.0655,57,-14.7917,29.6987,60,0.096,-0.063,2026-07-02 15:40:13
ABSORPTION_REVERSAL,5,0.4,0.6,-37.55,0.9,5,-6.15,44.55,60,-0.752,1.095,2026-06-30 08:25:47
PUT_SURGE,29,0.586,0.379,0.6455,-0.081,29,-25.2353,9.1212,60,0.027,-0.08,2026-06-30 12:12:41
