647,3479.90
646,15751.29
645,33040.44
644,9078.66
643,24213.55
642,33772.07
641,35955.09
640,670308.04
639,290765.48
638,390980.63
637,318310.64
636,1010378.13
635,5516051.11
634,12464412.97
633,35685853.78
632,-10675304.00
631,1867860.22
630,-646805.33
629,-3625041.67
628,-5876820.06
627,-2825632.82
626,-1934706.33
625,-1977338.14
624,-557487.66
623,-443803.14
622,-284135.44
621,-186471.56
620,-428455.07
619,-147923.89
618,-110947.54
617,-149734.21
616,-59148.11
615,-95897.33
614,-25600.25
613,-28082.87
