Time,MAXGEX,MINGEX,MAXVEX,MINVEX,MAXDEX,MINDEX,ZERO,BAC,SAC,BAP,SAP,MAXCP,MINCP,LONGGAMMA,SHORTGAMMA,LONGCALLS,SHORTCALLS,LONGPUTS,SHORTPUTS,SPOT
2026-04-27 01:15:00,7200.0,,7200.0,,7150.0,7175.0,7213.57,,,,,7150.0,7250.0,7200.0,7200.0,7200.0,7210.0,7185.0,7200.0,7189.0
2026-04-27 01:19:00,7200.0,,7200.0,,7150.0,7175.0,7214.44,,,,,7150.0,7250.0,7200.0,7200.0,7200.0,7210.0,7185.0,7200.0,7189.75
2026-04-27 01:23:00,7200.0,,7200.0,,7150.0,7175.0,7210.75,,,,,7150.0,7250.0,7200.0,7200.0,7200.0,7210.0,7185.0,7200.0,7191.25
2026-04-27 01:26:00,7200.0,,7200.0,,7150.0,7175.0,7218.16,,,,,7150.0,7250.0,7200.0,7200.0,7200.0,7210.0,7185.0,7200.0,7190.0
2026-04-27 01:31:00,7200.0,,7200.0,,7150.0,7175.0,6930.0,,,,,7150.0,7250.0,7200.0,7200.0,7200.0,7210.0,7185.0,7200.0,7187.25
2026-04-27 01:35:00,7200.0,,7200.0,,7150.0,7175.0,7225.8,,,,,7435.0,7250.0,7200.0,7200.0,7200.0,7210.0,7185.0,7435.0,7187.5
2026-04-27 01:39:00,7200.0,,7200.0,,7150.0,7175.0,7224.08,,,,,7435.0,7250.0,7200.0,7200.0,7200.0,7210.0,7185.0,7435.0,7188.25
2026-04-27 01:44:00,7435.0,,7435.0,,7435.0,7435.0,7187.75,,,,,7435.0,7250.0,7200.0,7200.0,7200.0,7210.0,7185.0,7435.0,7187.75
2026-04-27 01:49:00,7200.0,,7200.0,,7150.0,7175.0,7223.29,,,,,7435.0,7250.0,7200.0,7200.0,7200.0,7210.0,7185.0,7435.0,7188.75
2026-04-27 01:56:00,7200.0,,7200.0,,7150.0,7175.0,7224.23,,,,,7435.0,7250.0,7200.0,7200.0,7200.0,7210.0,7185.0,7435.0,7188.75
2026-04-27 02:01:00,7200.0,,7200.0,,7150.0,7175.0,7223.71,,,,,7435.0,7250.0,7200.0,7200.0,7200.0,7210.0,7185.0,7435.0,7188.25
2026-04-27 02:06:00,7200.0,,7200.0,,7150.0,7175.0,6930.0,,,,,7435.0,7250.0,7200.0,7200.0,7200.0,7210.0,7185.0,7435.0,7187.0
2026-04-27 02:12:00,7200.0,,7200.0,,7150.0,7175.0,7237.47,,,,,7435.0,7250.0,7200.0,7200.0,7200.0,7210.0,7185.0,7435.0,7185.25
2026-04-27 02:18:00,7200.0,,7200.0,,7150.0,7175.0,6930.0,,,,,7435.0,7250.0,7435.0,7435.0,7435.0,7210.0,7185.0,7435.0,7186.25
2026-04-27 02:24:00,7435.0,,7435.0,,7435.0,7435.0,7189.0,,,,,7435.0,7250.0,7435.0,7435.0,7435.0,7210.0,7185.0,7435.0,7189.0
2026-04-27 02:30:00,7200.0,,7200.0,,7150.0,7175.0,7223.41,,,,,7435.0,7250.0,7435.0,7435.0,7435.0,7210.0,7185.0,7435.0,7187.75
2026-04-27 02:36:00,7200.0,,7200.0,,7150.0,7175.0,6930.0,,,,,7435.0,7250.0,7435.0,7435.0,7435.0,7210.0,7185.0,7435.0,7186.75
2026-04-27 02:43:00,7200.0,,7200.0,,7150.0,7175.0,6930.0,,,,,7435.0,7250.0,7435.0,7435.0,7435.0,7200.0,7185.0,7435.0,7187.25
2026-04-27 02:49:00,7200.0,,7200.0,,7150.0,7175.0,6930.0,,,,,7435.0,7250.0,7435.0,7435.0,7435.0,7200.0,7185.0,7435.0,7187.25
2026-04-27 02:56:00,7200.0,,7200.0,,7150.0,7175.0,7216.71,,,,,7435.0,7250.0,7435.0,7435.0,7435.0,7200.0,7185.0,7435.0,7188.0
