Time,MAXGEX,MINGEX,MAXVEX,MINVEX,MAXDEX,MINDEX,ZERO,BAC,SAC,BAP,SAP,MAXCP,MINCP,LONGGAMMA,SHORTGAMMA,LONGCALLS,SHORTCALLS,LONGPUTS,SHORTPUTS,SPOT
2026-04-27 00:46:00,7130.0,,7200.0,,7130.0,7330.0,7204.68,,,,,7200.0,7350.0,7200.0,7165.0,7200.0,7100.0,7225.0,7165.0,7165.08
2026-04-27 00:47:00,7130.0,,7200.0,,7130.0,7330.0,7205.25,,,,,7200.0,7350.0,7200.0,7165.0,7200.0,7100.0,7225.0,7165.0,7165.08
2026-04-27 00:49:00,7130.0,,7200.0,,7130.0,7330.0,7203.62,,,,,7200.0,7350.0,7200.0,7165.0,7200.0,7100.0,7225.0,7165.0,7165.08
2026-04-27 00:51:00,7130.0,,7200.0,,7130.0,7330.0,7200.03,,,,,7200.0,7350.0,7200.0,7165.0,7200.0,7100.0,7225.0,7165.0,7165.08
2026-04-27 00:53:00,7130.0,,7200.0,,7130.0,7330.0,7199.93,,,,,7200.0,7350.0,7200.0,7165.0,7200.0,7100.0,7225.0,7165.0,7165.08
2026-04-27 00:55:00,7130.0,,7200.0,,7130.0,7330.0,7202.52,,,,,7200.0,7350.0,7200.0,7165.0,7200.0,7100.0,7225.0,7165.0,7165.08
2026-04-27 00:58:00,7130.0,,7200.0,,7130.0,7330.0,7201.85,,,,,7200.0,7350.0,7200.0,7165.0,7200.0,7100.0,7225.0,7165.0,7165.08
2026-04-27 01:01:00,7130.0,,7200.0,,7130.0,7330.0,7200.77,,,,,7200.0,7350.0,7200.0,7165.0,7200.0,7100.0,7225.0,7165.0,7165.08
2026-04-27 01:06:00,7160.0,,7200.0,,7130.0,7330.0,7198.72,,,,,7200.0,7350.0,7200.0,7165.0,7200.0,7100.0,7225.0,7165.0,7165.08
2026-04-27 01:09:00,7160.0,,7200.0,,7130.0,7330.0,7198.53,,,,,7200.0,7350.0,7200.0,7165.0,7200.0,7100.0,7225.0,7165.0,7165.08
2026-04-27 01:12:00,7130.0,,7200.0,,7130.0,7330.0,7199.53,,,,,7200.0,7350.0,7200.0,7165.0,7200.0,7100.0,7225.0,7165.0,7165.08
2026-04-27 01:15:00,7130.0,,7200.0,,7130.0,7330.0,7199.33,,,,,7200.0,7350.0,7200.0,7160.0,7200.0,7100.0,7225.0,7160.0,7165.08
2026-04-27 01:19:00,7130.0,,7200.0,,7130.0,7330.0,7201.1,,,,,7200.0,7350.0,7200.0,7160.0,7200.0,7100.0,7225.0,7160.0,7165.08
2026-04-27 01:23:00,7130.0,,7200.0,,7130.0,7330.0,7204.49,,,,,7200.0,7350.0,7200.0,7160.0,7200.0,7100.0,7225.0,7160.0,7165.08
2026-04-27 01:26:00,7130.0,,7200.0,,7130.0,7005.0,7201.2,,,,,7200.0,7350.0,7200.0,7160.0,7200.0,7100.0,7225.0,7160.0,7165.08
2026-04-27 01:31:00,7160.0,,7200.0,,7130.0,7005.0,7198.2,,,,,7200.0,7350.0,7200.0,7160.0,7200.0,7100.0,7225.0,7160.0,7165.08
2026-04-27 01:35:00,7160.0,,7200.0,,7130.0,7005.0,7198.72,,,,,7200.0,7350.0,7200.0,7160.0,7200.0,7100.0,7225.0,7160.0,7165.08
