Time,MAXGEX,MINGEX,MAXVEX,MINVEX,MAXDEX,MINDEX,ZERO,BAC,SAC,BAP,SAP,MAXCP,MINCP,LONGGAMMA,SHORTGAMMA,LONGCALLS,SHORTCALLS,LONGPUTS,SHORTPUTS,SPOT
2026-04-27 00:58:00,27600.0,,27500.0,,26900.0,26730.0,27342.22,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 01:01:00,27600.0,,27500.0,,26900.0,26730.0,27342.22,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 01:06:00,27600.0,,27500.0,,26900.0,26730.0,27342.27,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 01:09:00,27600.0,,27500.0,,26900.0,26730.0,27342.24,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 01:12:00,27600.0,,27500.0,,26900.0,26730.0,27342.25,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 01:15:00,27600.0,,27500.0,,26900.0,26730.0,27342.27,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 01:19:00,27600.0,,27500.0,,26900.0,26730.0,27342.28,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 01:23:00,27600.0,,27500.0,,26900.0,26730.0,27342.3,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 01:26:00,27600.0,,27500.0,,26900.0,26730.0,27342.3,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 01:31:00,27600.0,,27500.0,,26900.0,26730.0,27342.3,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 01:35:00,27600.0,,27500.0,,26900.0,26730.0,27342.35,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 01:39:00,27600.0,,27500.0,,26900.0,26730.0,27342.34,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 01:44:00,27600.0,,27500.0,,26900.0,26730.0,27342.38,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 01:49:00,27600.0,,27500.0,,26900.0,26730.0,27342.36,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 01:56:00,27600.0,,27500.0,,26900.0,26730.0,27342.39,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 02:01:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 02:06:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 02:12:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 02:18:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 02:24:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 02:30:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 02:36:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 02:43:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 02:49:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 02:56:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 03:04:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 03:11:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 03:19:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 03:27:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 03:35:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 03:44:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 03:52:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 04:05:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 04:15:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 04:24:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 04:34:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
2026-04-27 04:43:00,27600.0,,27990.0,,26900.0,26730.0,27303.67,,,,,27560.0,27100.0,27500.0,27250.0,27500.0,27250.0,27000.0,26990.0,27303.67
