Time,MAXGEX,MINGEX,MAXVEX,MINVEX,MAXDEX,MINDEX,ZERO,BAC,SAC,BAP,SAP,MAXCP,MINCP,LONGGAMMA,SHORTGAMMA,LONGCALLS,SHORTCALLS,LONGPUTS,SHORTPUTS,SPOT
2026-04-27 00:58:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2800.0,2800.0,2810.0,2791.3
2026-04-27 01:01:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2800.0,2800.0,2810.0,2791.1
2026-04-27 01:06:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2800.0,2800.0,2810.0,2790.9
2026-04-27 01:09:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2790.7
2026-04-27 01:12:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2791.8
2026-04-27 01:15:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2791.6
2026-04-27 01:19:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2792.2
2026-04-27 01:23:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2792.8
2026-04-27 01:26:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2792.0
2026-04-27 01:31:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2790.4
2026-04-27 01:35:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2790.1
2026-04-27 01:39:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2791.0
2026-04-27 01:44:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2791.1
2026-04-27 01:49:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2792.1
2026-04-27 01:56:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2792.2
2026-04-27 02:01:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2791.6
2026-04-27 02:06:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2792.9
2026-04-27 02:12:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2792.5
2026-04-27 02:18:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2792.5
2026-04-27 02:24:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2794.2
2026-04-27 02:30:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2793.5
2026-04-27 02:36:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2793.0
2026-04-27 02:43:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2793.8
2026-04-27 02:49:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2793.5
2026-04-27 02:56:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2793.2
2026-04-27 03:04:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2791.7
2026-04-27 03:11:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2791.1
2026-04-27 03:19:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2791.6
2026-04-27 03:27:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2793.8
2026-04-27 03:35:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2794.8
2026-04-27 03:44:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2794.6
2026-04-27 03:52:00,,2790.0,,2810.0,2820.0,2790.0,2590.0,,,,,2670.0,2800.0,2800.0,2810.0,2820.0,2790.0,2800.0,2810.0,2795.5
