Time,Activo,Type,Direction,NumStrikes,TotalContracts,TotalPremium,IsLadder,SPOT
2026-09-10 22:34:28,USO,BULLISH_CALL_SWEEP,BULLISH,12,36892,5633334.0,True,158.71
2026-09-10 22:34:28,USO,BEARISH_PUT_SWEEP,BEARISH,8,30726,1834633.0,True,158.71
2026-09-10 22:34:28,USO,VOL_CRUSH_SWEEP,NEUTRAL,,,10053069.0,,158.71
2026-09-11 00:03:28,USO,BULLISH_CALL_SWEEP,BULLISH,13,36982,5848209.0,True,157.31
2026-09-11 00:03:28,USO,BEARISH_PUT_SWEEP,BEARISH,8,30726,1834633.0,True,157.31
2026-09-11 00:03:28,USO,VOL_CRUSH_SWEEP,NEUTRAL,,,10053069.0,,157.31
2026-09-11 08:42:54,USO,BULLISH_CALL_SWEEP,BULLISH,3,2185,192722.0,True,152.95
2026-09-11 08:42:54,USO,BEARISH_PUT_SWEEP,BEARISH,3,2143,253644.0,True,152.95
2026-09-11 08:54:15,USO,HEDGE_CHASE_SWEEP,BULLISH,,,,,153.11
2026-09-11 08:54:15,USO,HEDGE_CHASE_SWEEP,BEARISH,,,,,153.11
2026-09-11 10:17:24,USO,HEDGE_CHASE_SWEEP,BEARISH,,,,,153.51
2026-09-11 10:42:52,USO,HEDGE_CHASE_SWEEP,BULLISH,,,,,153.35
2026-09-11 14:13:07,USO,BULLISH_CALL_SWEEP,BULLISH,3,4683,378054.0,True,154.65
2026-09-11 15:14:13,USO,BULLISH_CALL_SWEEP,BULLISH,4,4464,540190.0,True,154.41
