Time,Activo,SPOT,absorption_score,exhaustion_score,failed_squeeze_flag,bullish_absorption,bearish_absorption,dealer_absorption
2026-09-10 22:34:29,USO,158.71,0.0,0.0,0,0,0,0
2026-09-10 22:36:04,USO,158.5,0.0,0.0,0,0,0,0
2026-09-10 22:39:33,USO,158.38,0.0,0.0,0,0,0,0
2026-09-10 22:40:29,USO,158.31,0.0,0.0,0,0,0,0
2026-09-10 22:41:29,USO,158.16,0.0,25.0,0,0,0,0
2026-09-10 22:42:34,USO,158.23,0.0,0.0,0,0,0,0
2026-09-10 22:43:29,USO,158.32,0.0,0.0,0,0,0,0
2026-09-10 22:44:28,USO,158.38,0.0,0.0,0,0,0,0
2026-09-10 22:45:28,USO,158.46,0.0,0.0,0,0,0,0
2026-09-10 22:48:14,USO,158.8,0.0,0.0,0,0,0,0
2026-09-10 22:51:33,USO,158.95,0.0,0.0,0,0,0,0
2026-09-10 22:56:41,USO,158.66,0.0,0.0,0,0,0,0
2026-09-10 22:58:25,USO,158.7,0.0,0.0,0,0,0,0
2026-09-10 23:02:05,USO,158.82,0.0,0.0,0,0,0,0
2026-09-10 23:02:28,USO,158.89,0.0,0.0,0,0,0,0
2026-09-10 23:03:29,USO,158.83,0.0,0.0,0,0,0,0
2026-09-10 23:04:28,USO,158.38,0.0,0.0,0,0,0,0
2026-09-10 23:05:28,USO,158.45,0.0,0.0,0,0,0,0
2026-09-10 23:06:29,USO,158.48,0.0,0.0,0,0,0,0
2026-09-10 23:07:29,USO,158.39,0.0,0.0,0,0,0,0
2026-09-10 23:09:53,USO,157.92,0.0,0.0,0,0,0,0
2026-09-10 23:13:36,USO,157.6,0.0,0.0,0,0,0,0
2026-09-10 23:14:28,USO,157.62,0.0,0.0,0,0,0,0
2026-09-10 23:15:32,USO,157.67,0.0,0.0,0,0,0,0
2026-09-10 23:16:35,USO,157.76,0.0,0.0,0,0,0,0
2026-09-10 23:17:30,USO,157.94,0.0,0.0,0,0,0,0
2026-09-10 23:18:54,USO,157.94,0.0,0.0,0,0,0,0
2026-09-10 23:23:52,USO,157.68,0.0,0.0,0,0,0,0
2026-09-10 23:24:29,USO,157.68,0.0,0.0,0,0,0,0
2026-09-10 23:25:28,USO,157.68,0.0,0.0,0,0,0,0
2026-09-10 23:26:28,USO,157.75,0.0,0.0,0,0,0,0
2026-09-10 23:27:28,USO,157.71,0.0,0.0,0,0,0,0
2026-09-10 23:28:29,USO,157.76,0.0,0.0,0,0,0,0
2026-09-10 23:31:18,USO,157.73,0.0,0.0,0,0,0,0
2026-09-10 23:40:04,USO,158.02,0.0,0.0,0,0,0,0
2026-09-10 23:40:29,USO,157.99,0.0,0.0,0,0,0,0
2026-09-10 23:42:13,USO,157.94,0.0,0.0,0,0,0,0
2026-09-10 23:46:26,USO,157.71,0.0,0.0,0,0,0,0
2026-09-10 23:46:28,USO,157.68,0.0,0.0,0,0,0,0
2026-09-10 23:47:28,USO,157.63,0.0,0.0,0,0,0,0
2026-09-10 23:48:28,USO,157.68,0.0,0.0,0,0,0,0
2026-09-10 23:49:29,USO,157.7,0.0,0.0,0,0,0,0
2026-09-10 23:50:29,USO,157.52,0.0,0.0,0,0,0,0
2026-09-10 23:52:58,USO,157.38,0.0,0.0,0,0,0,0
2026-09-10 23:57:17,USO,157.26,0.0,0.0,0,0,0,0
2026-09-11 00:03:28,USO,157.31,0.0,0.0,0,0,0,0
2026-09-11 00:12:06,USO,157.07,0.0,0.0,0,0,0,0
2026-09-11 00:12:29,USO,157.0,0.0,0.0,0,0,0,0
2026-09-11 00:18:25,USO,157.07,0.0,0.0,0,0,0,0
2026-09-11 00:24:31,USO,157.02,0.0,25.0,0,0,0,0
2026-09-11 00:30:59,USO,156.66,0.0,0.0,0,0,0,0
2026-09-11 00:37:34,USO,155.89,0.0,0.0,0,0,0,0
2026-09-11 00:44:13,USO,155.64,0.0,0.0,0,0,0,0
2026-09-11 00:50:57,USO,155.63,0.0,0.0,0,0,0,0
2026-09-11 00:58:55,USO,156.09,0.0,0.0,0,0,0,0
2026-09-11 01:05:12,USO,155.65,0.0,0.0,0,0,0,0
2026-09-11 01:11:31,USO,155.42,0.0,0.0,0,0,0,0
2026-09-11 01:18:09,USO,156.12,0.0,0.0,0,0,0,0
2026-09-11 01:24:51,USO,155.93,0.0,0.0,0,0,0,0
2026-09-11 01:31:36,USO,155.87,0.0,0.0,0,0,0,0
2026-09-11 01:39:48,USO,155.87,0.0,0.0,0,0,0,0
2026-09-11 01:46:22,USO,156.14,0.0,0.0,0,0,0,0
2026-09-11 01:52:53,USO,155.9,0.0,0.0,0,0,0,0
2026-09-11 01:59:48,USO,155.93,0.0,0.0,0,0,0,0
2026-09-11 02:06:54,USO,155.51,0.0,0.0,0,0,0,0
2026-09-11 02:14:11,USO,155.08,0.0,0.0,0,0,0,0
2026-09-11 02:22:34,USO,155.48,0.0,0.0,0,0,0,0
2026-09-11 02:29:33,USO,155.72,0.0,0.0,0,0,0,0
2026-09-11 02:36:42,USO,155.93,0.0,0.0,0,0,0,0
2026-09-11 02:44:07,USO,155.64,0.0,0.0,0,0,0,0
