Time,Activo,Type,Direction,NumStrikes,TotalContracts,TotalPremium,IsLadder,SPOT
2026-08-05 17:53:40,VIX,BULLISH_CALL_SWEEP,BULLISH,5,78627,2221157.0,True,15.81
2026-08-05 17:53:40,VIX,BEARISH_PUT_SWEEP,BEARISH,3,44931,2021343.0,True,15.81
2026-08-05 17:53:40,VIX,VOL_CRUSH_SWEEP,NEUTRAL,,,5944824.0,,15.81
2026-08-06 08:38:35,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,15.87
2026-08-06 08:59:34,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,15.73
2026-08-06 09:09:34,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,15.57
2026-08-06 09:25:34,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,15.55
2026-08-06 09:38:35,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,15.58
2026-08-06 09:50:34,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,15.48
2026-08-06 10:14:34,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,15.33
2026-08-06 10:20:34,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,15.41
2026-08-06 10:50:34,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,15.39
2026-08-06 10:51:34,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,15.43
2026-08-06 10:52:35,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,15.44
2026-08-06 11:08:34,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,15.58
2026-08-06 11:09:34,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,15.56
2026-08-06 11:10:34,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,15.52
2026-08-06 11:36:35,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,15.35
2026-08-06 11:53:35,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,15.43
2026-08-06 11:59:34,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,15.38
2026-08-06 12:15:35,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,15.44
2026-08-06 12:55:35,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,15.33
2026-08-06 13:00:35,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,15.32
2026-08-06 14:12:35,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,15.15
2026-08-06 14:37:35,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,15.27
2026-08-06 15:10:35,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,15.11
